place_id,canonical_name,chapter_index,chapter_title,cell_index,matched_aliases,close_reading_url,snippet
parker_house_boston,Parker House hotel / Saturday Club dining room,16,15: Wildfires,14,Saturday Club,https://closereading.rahuldave.us/books/125/chapters/6976#cell-14,"At the next meeting of the Saturday Club, he brought up the topic himself. Henry Wadsworth Longfellow and Oliver Wendell Holmes were in attendance, and the two poets sat flushed and buoyant as they enjoyed their wine and trade..."
parker_house_boston,Parker House hotel / Saturday Club dining room,19,18: Meditations in a Garden,5,Saturday Club,https://closereading.rahuldave.us/books/125/chapters/6979#cell-5,"... South was a relation with evil. Recently he had written his friend and fellow member of the Saturday Club, Oliver Wendell Holmes, to scold him for his continued support of the Union. “And for the Union with Slavery no manly person will suffer a day to go by without discrediting disintegrati..."
parker_house_boston,Parker House hotel / Saturday Club dining room,23,22: At Down House,30,Saturday Club,https://closereading.rahuldave.us/books/125/chapters/6983#cell-30,"... and reasoner.” Around this time, and not coincidentally, he was finally invited to join the Saturday Club."
parker_house_boston,Parker House hotel / Saturday Club dining room,26,Notes,684,Saturday Club,https://closereading.rahuldave.us/books/125/chapters/6986#cell-684,"Emerson, Edward Waldo. *The Early Years of the Saturday Club, 1855–1870. *Boston: Houghton Mifflin, 1918."
parker_house_boston,Parker House hotel / Saturday Club dining room,27,Index,300,Saturday Club,https://closereading.rahuldave.us/books/125/chapters/6987#cell-300,"Saturday Club of, [30](#pageMap_30), [123](#pageMap_123), [147](#pageMap_147), [149](#pageMap_149)–50, [182](#pageMap_182), [230](#pageMap_230)"
parker_house_boston,Parker House hotel / Saturday Club dining room,27,Index,678,Saturday Club,https://closereading.rahuldave.us/books/125/chapters/6987#cell-678,"Saturday Club, [30](#pageMap_30), [123](#pageMap_123), [147](#pageMap_147), [149](#pageMap_149)–50, [182](#pageMap_182), [230](#pageMap_230)"
concord_school_of_philosophy,Concord School of Philosophy,24,23: The Ghost of John Brown,17,Concord School of Philosophy,https://closereading.rahuldave.us/books/125/chapters/6984#cell-17,"If there was an overarching theme to the Concord School of Philosophy, it was that in an era of creeping materialism—of science and technology—idealism was still necessary. Darwinian theory may have helped uncover the physical processes of organic life. I..."
concord_school_of_philosophy,Concord School of Philosophy,24,23: The Ghost of John Brown,18,Concord School of Philosophy,https://closereading.rahuldave.us/books/125/chapters/6984#cell-18,"...y discuss the Unknowable till our poor are fed & the wicked saved?” Louisa once wrote of the Concord School of Philosophy—Bronson continued unperturbed, serenely confident that ideals would triumph in the end, that a higher world would one day be revealed. Well into his eightieth year he traveled west to e..."
concord_school_of_philosophy,Concord School of Philosophy,24,23: The Ghost of John Brown,20,Concord School of Philosophy,https://closereading.rahuldave.us/books/125/chapters/6984#cell-20,"If Alcott’s idealism was the presiding impetus for the Concord School of Philosophy, it was Franklin Sanborn’s organizational talents that made it a reality. He scheduled courses, handled tickets, oversaw the printing and publication of lectures, and even helped direct..."
concord_school_of_philosophy,Concord School of Philosophy,24,23: The Ghost of John Brown,24,Concord School of Philosophy,https://closereading.rahuldave.us/books/125/chapters/6984#cell-24,"...per into retrospection. When Emerson died in 1882, Sanborn organized a special series at the Concord School of Philosophy to commemorate the great man. Bronson and Louisa May Alcott both died six years later, in 1888, and with them went the Concord School of Philosophy. Walt Whitman, who had sat in a Bosto..."
concord_school_of_philosophy,Concord School of Philosophy,26,Notes,584,Concord School of Philosophy,https://closereading.rahuldave.us/books/125/chapters/6986#cell-584,"...the Godhead”](#EndnotePhraseInText531) Kenneth Cameron, *Concord Harvest Publications of the Concord School of Philosophy and Literature with Notes on Its Successors and Other Resources for Research in Emerson, Thoreau, Alcott and the Later Transcendentalists *(Hartford, Conn.: Transcendental Books, 1970),..."
concord_school_of_philosophy,Concord School of Philosophy,26,Notes,656,Concord School of Philosophy,https://closereading.rahuldave.us/books/125/chapters/6986#cell-656,"Cameron, Kenneth Walter. *Concord Harvest Publications of the Concord School of Philosophy and Literature with Notes on Its Successors And Other Resources for Research in Emerson, Thoreau, Alcott and the Later Transcendentalists*. Hartford, Conn.: Transcendental Books, 1970."
concord_school_of_philosophy,Concord School of Philosophy,27,Index,38,Concord School of Philosophy,https://closereading.rahuldave.us/books/125/chapters/6987#cell-38,"Concord School of Philosophy established by, [236](#pageMap_236)–38"
concord_school_of_philosophy,Concord School of Philosophy,27,Index,206,Concord School of Philosophy,https://closereading.rahuldave.us/books/125/chapters/6987#cell-206,"Concord School of Philosophy, [236](#pageMap_236)–39"
concord_school_of_philosophy,Concord School of Philosophy,27,Index,663,Concord School of Philosophy,https://closereading.rahuldave.us/books/125/chapters/6987#cell-663,"Concord School of Philosophy and, [237](#pageMap_237)–39"
barnums_american_museum,Barnum's American Museum,11,10: The What‑Is‑It?,3,American Museum,https://closereading.rahuldave.us/books/125/chapters/6971#cell-3,...nd he traveled to Europe with a dwarf he christened General Tom Thumb. In 1842 he opened his American Museum on the corner of Broadway and Ann Street in lower Manhattan. There he displayed his promiscuous and ever-growing collection of natural and human artifacts. (“My organ of acquisitiveness...
barnums_american_museum,Barnum's American Museum,11,10: The What‑Is‑It?,9,American Museum,https://closereading.rahuldave.us/books/125/chapters/6971#cell-9,"...efore early in 1860 the city’s newspapers began to print a story about a new specimen at the American Museum that had been discovered in Africa by a band of explorers in search of gorillas. Coming upon a small group of these animals, which lived in the canopy of the jungle, the explorers pursu..."
barnums_american_museum,Barnum's American Museum,11,10: The What‑Is‑It?,21,American Museum,https://closereading.rahuldave.us/books/125/chapters/6971#cell-21,Charles Loring Brace walked past the American Museum nearly every day. He would have taken note of the What-Is-It? if for no other reason than that posters advertising the attraction were plastered up and down Broadway. But he was also fa...
barnums_american_museum,Barnum's American Museum,27,Index,77,American Museum,https://closereading.rahuldave.us/books/125/chapters/6987#cell-77,"American Museum, [96](#pageMap_96)–102"
barnums_american_museum,Barnum's American Museum,27,Index,103,American Museum,https://closereading.rahuldave.us/books/125/chapters/6987#cell-103,"American Museum of, [96](#pageMap_96)–102"
john_murray_london,"John Murray publisher, London",2,1: The Book from Across the Atlantic,7,John Murray,https://closereading.rahuldave.us/books/125/chapters/6962#cell-7,"...m a relative. It was thick and compact and green, printed in London by the venerable firm of John Murray, still smelling of ink, the pages cut, the spine broken, and the margins already heavily annotated in pencil. Brace placed the book on Sanborn’s mahogany dinner table. The four men must..."
john_murray_london,"John Murray publisher, London",26,Notes,282,John Murray,https://closereading.rahuldave.us/books/125/chapters/6986#cell-282,"...](#EndnotePhraseInText245) CLB, *The Races of the Old World: A Manual of Ethnology *(London: John Murray, 1863), 147."
john_murray_london,"John Murray publisher, London",26,Notes,490,John Murray,https://closereading.rahuldave.us/books/125/chapters/6986#cell-490,"...](#EndnotePhraseInText440) CLB, *The Races of the Old World: A Manual of Ethnology *(London: John Murray, 1863), 310."
john_murray_london,"John Murray publisher, London",26,Notes,647,John Murray,https://closereading.rahuldave.us/books/125/chapters/6986#cell-647,"———. *The Races of the Old World*. London: John Murray, 1863."
john_murray_london,"John Murray publisher, London",27,Index,436,John Murray,https://closereading.rahuldave.us/books/125/chapters/6987#cell-436,"John Murray, [5](#pageMap_5)"
first_church_concord,First Church in Concord,8,7: The Nick of Time,20,First Church in Concord,https://closereading.rahuldave.us/books/125/chapters/6968#cell-20,"A week later he gave a public address at the First Church in Concord. To those who warned him against defending a traitor, he replied, “I did not send to you for advice, but to announce that I am to speak.” Thoreau’s address was entitled “A Plea for Capt..."
first_church_concord,First Church in Concord,8,7: The Nick of Time,22,bells of the First Church,https://closereading.rahuldave.us/books/125/chapters/6968#cell-22,"...hered in the Town Hall to listen to the solemn eulogies. Civic leaders refused to permit the bells of the First Church to mark the occasion, but Alcott believed “it was more fitting to signify our sorrow in the subdued way, and silently.” The choir sang a hymn; Alcott and Emerson read selections and poe..."
first_church_concord,First Church in Concord,17,16: Discord in Concord,34,bells of the First Church,https://closereading.rahuldave.us/books/125/chapters/6977#cell-34,"... Sanborn’s feet and tried to wedge him into the vehicle, but by this time the fire alarm—the bells of the First Church—was tolling, and a crowd had gathered outside Sanborn’s house. Sarah ran into the street and grabbed the beard of the man holding her brother’s feet. He let go."
first_church_concord,First Church in Concord,25,24: In the Transcendental Graveyard,23,First Church,https://closereading.rahuldave.us/books/125/chapters/6985#cell-23,"...most out of the world.’” Against Thoreau’s wishes, Emerson arranged a funeral service at the First Church, his sorrow “so great he wanted all the world to mourn with him.” Speaking at the memorial, Emerson said of his friend’s unfinished natural history manuscript, “The scale on which his s..."
fruitlands,Fruitlands,19,18: Meditations in a Garden,8,Fruitlands,https://closereading.rahuldave.us/books/125/chapters/6979#cell-8,"...s evils nearly two decades earlier, when he founded an experimental utopian community called Fruitlands. His dream had been to create a self-sufficient society joined in comity and a mutual striving toward perfection. Fruitlands was to be a seed from heaven planted in the yielding earth o..."
fruitlands,Fruitlands,27,Index,42,Fruitlands,https://closereading.rahuldave.us/books/125/chapters/6987#cell-42,"Fruitlands community of, [183](#pageMap_183)–84"
fruitlands,Fruitlands,27,Index,341,Fruitlands,https://closereading.rahuldave.us/books/125/chapters/6987#cell-341,"Fruitlands, [183](#pageMap_183)–84"
north_elba_john_brown_farm,North Elba / John Brown Farm,13,12: Into the Vortex,19,North Elba,https://closereading.rahuldave.us/books/125/chapters/6973#cell-19,"...a for the past month. And he brought with him two guests he had picked up on his way through North Elba, New York, where John Brown’s surviving family still lived. Brown’s youngest daughters, Sarah and Anne, were aged sixteen and thirteen, and Sanborn had persuaded them to attend his acad..."
north_elba_john_brown_farm,North Elba / John Brown Farm,13,12: Into the Vortex,21,North Elba,https://closereading.rahuldave.us/books/125/chapters/6973#cell-21,"...so glad to be inside a warm home in a town that was far removed from the grim subsistence of North Elba. Concord was lively and prosperous. In February there had been a masquerade party for the young people. Ellen Emerson dressed as an old woman, and her younger sister, with whom it was r..."
north_elba_john_brown_farm,North Elba / John Brown Farm,18,17: Moods,4,North Elba,https://closereading.rahuldave.us/books/125/chapters/6978#cell-4,"...son and Abba Alcott hosted a reception for John Brown’s widow, who had come all the way from North Elba, New York, to visit her two youngest daughters at Sanborn’s academy. Mary Brown arrived in Concord with her widowed daughter-in-law, whose husband, Oliver Brown, had fired the first sho..."
north_elba_john_brown_farm,North Elba / John Brown Farm,24,23: The Ghost of John Brown,28,North Elba,https://closereading.rahuldave.us/books/125/chapters/6984#cell-28,"Sometime in the late 1870s he made his way to Brown’s abandoned house in the Adirondacks of North Elba, New York. Brown’s body had been carried back to this home and buried just beyond the spare unpainted house two decades earlier, his grave marker a huge stone with the simple legend JOH..."
cambridge_scientific_society,Cambridge Scientific Society / American Academy meetings,16,15: Wildfires,6,meetings of the society,https://closereading.rahuldave.us/books/125/chapters/6976#cell-6,"In subsequent meetings of the society, the geologist William Barton Rogers would skillfully dismantle most of these arguments. Rogers was the soon-to-be-president of the Massachusetts Institute of Technology. In his debates..."
cambridge_scientific_society,Cambridge Scientific Society / American Academy meetings,20,19: The Succession of Forest Trees,4,American Academy,https://closereading.rahuldave.us/books/125/chapters/6980#cell-4,"...bserved microscopic animals come into existence from decomposing muscle. At a meeting of the American Academy, “Professor Agassiz corroborated Mr. Clark’s statements most fully, and spoke of the discovery as one of the very greatest interest and importance.”"
old_hill_burying_ground_concord,Old Hill Burying Ground / Puritan-era hillside cemetery,2,1: The Book from Across the Atlantic,9,Puritan era; hillside cemetery,https://closereading.rahuldave.us/books/125/chapters/6962#cell-9,"...vered in hillocks of snow and ice. In Concord, along the Lexington Road and before the steep hillside cemetery that dated back to the Puritan era, spare clapboard houses emitted wood smoke from their chimneys, their windows translucent with hoarfrost. Church steeples pointed like compass needles..."
concord_train_station,Concord train station,2,1: The Book from Across the Atlantic,25,Concord train station,https://closereading.rahuldave.us/books/125/chapters/6962#cell-25,"...ibed the book the following morning, a few hours after escorting Charles Loring Brace to the Concord train station. He sat at his desk on the second floor of his home on Sudbury Road and wrote the abolitionist minister Theodore Parker, who was in Italy at the moment. (Parker was trying to recover fr..."
harvard_divinity_school,Harvard Divinity School / Divinity School Address venue,7,6: A Night at the Lyceum,11,Divinity School,https://closereading.rahuldave.us/books/125/chapters/6967#cell-11,"...from within. He became especially outraged when Emerson, speaking by invitation at Harvard’s Divinity School, boldly asserted that God resided within every human being and that intuition was a better guide than religious doctrine. Belief in the miracles performed by Jesus was unnecessary, Emer..."
orchard_house,Orchard House,7,6: A Night at the Lyceum,4,Alcott home,https://closereading.rahuldave.us/books/125/chapters/6967#cell-4,"...trument a bit too readily. Nathaniel Hawthorne, who moved into the old farmhouse next to the Alcott home in the summer of 1860, detested his neighbor’s incessant chatter. On summer mornings, as he paced the hilltop behind his house, he turned in the other direction whenever the older man a..."
orchard_house,Orchard House,13,12: Into the Vortex,5,Orchard House,https://closereading.rahuldave.us/books/125/chapters/6973#cell-5,"...out compromising their inner selves. In *Little Women, *the work that was based upon life at Orchard House and that eventually fulfilled her aspirations for money and fame, Alcott provided a vivid portrait of her writing life. Speaking of her alter ego, Jo March, she wrote: “Every few weeks ..."
orchard_house,Orchard House,18,17: Moods,3,Orchard House,https://closereading.rahuldave.us/books/125/chapters/6978#cell-3,"...na’s marriage. Anna wed John Pratt on a day when the apple blossoms looked like snow outside Orchard House. Louisa’s abolitionist uncle Samuel May performed the service, and Thoreau, Sanborn, and Emerson were in attendance. When the ceremony was over, the small gathering joined hands and dan..."
orchard_house,Orchard House,19,18: Meditations in a Garden,13,Alcott home,https://closereading.rahuldave.us/books/125/chapters/6979#cell-13,"..., Emerson suddenly appeared from the apple orchard. That summer he frequently stopped by the Alcott home, admiring the progress of Bronson’s ambitious garden. In part, this was Emerson’s way of preventing his friend from brooding too much. But he also took childish joy in Alcott’s vegetabl..."
orchard_house,Orchard House,24,23: The Ghost of John Brown,15,Orchard House,https://closereading.rahuldave.us/books/125/chapters/6984#cell-15,"...er course of lectures was planned, and the following year the school opened in the parlor of Orchard House. Two members of the Secret Six were on the faculty (Sanborn lectured on the classics, Thomas Wentworth Higginson on American literature), as well as Benjamin Peirce, the mathematical fr..."
orchard_house,Orchard House,24,23: The Ghost of John Brown,16,Orchard House,https://closereading.rahuldave.us/books/125/chapters/6984#cell-16,"...ies of courses that a Hillside Chapel was constructed the following year on the slope behind Orchard House. (Louisa contributed much of the endowment to erect the new building.) Modeled on Plato’s Academy, the school convened in a large unventilated room still redolent of freshly cut pine, i..."
orchard_house,Orchard House,25,24: In the Transcendental Graveyard,4,Orchard House,https://closereading.rahuldave.us/books/125/chapters/6985#cell-4,"... Thoreau would have discussed these matters with Bronson Alcott. It was his habit to stop by Orchard House on his way out of town to sample Alcott’s excellent cider and inquire about the women of the house. “I think that I love society as much as most,” he had once confessed*, *disputing his..."
orchard_house,Orchard House,25,24: In the Transcendental Graveyard,5,Orchard House,https://closereading.rahuldave.us/books/125/chapters/6985#cell-5,"...r 1: “Confined to my room with influenza.” Now, two days later, Thoreau skipped the visit to Orchard House and walked out of town."
orchard_house,Orchard House,27,Index,589,Orchard House,https://closereading.rahuldave.us/books/125/chapters/6987#cell-589,"Orchard House, [117](#pageMap_117), [172](#pageMap_172), [236](#pageMap_236), [243](#pageMap_243)"
cooper_union,Cooper Union,17,16: Discord in Concord,8,Cooper Union,https://closereading.rahuldave.us/books/125/chapters/6977#cell-8,"...ng suit. Abraham Lincoln had been invited to deliver a speech in late February at New York’s Cooper Union, which stood a block away from Charles Loring Brace’s Children’s Aid Society. A Westerner from humble origins, a melancholy autodidact, Lincoln’s provincial manners concealed a shrewd s..."
cooper_union,Cooper Union,17,16: Discord in Concord,9,Cooper Union,https://closereading.rahuldave.us/books/125/chapters/6977#cell-9,"... he warned, “it will be our duty to deal with you as old John Brown has been dealt with.” At Cooper Union, he again addressed an imaginary crowd of Southern Democrats, accusing, “You charge that we stir up insurrections among your slaves. We deny it; and what is your proof? Harper’s Ferry! ..."
cooper_union,Cooper Union,26,Notes,80,Cooper Union,https://closereading.rahuldave.us/books/125/chapters/6986#cell-80,"[“The South is our best customer”](#EndnotePhraseInText50) Harold Holzer, *Lincoln at Cooper Union: The Speech that Made Abraham Lincoln President *(New York: Simon & Schuster, 2004), 67."
cooper_union,Cooper Union,27,Index,213,Cooper Union,https://closereading.rahuldave.us/books/125/chapters/6987#cell-213,"Cooper Union, [163](#pageMap_163), [164](#pageMap_164)"
cooper_union,Cooper Union,27,Index,539,Cooper Union,https://closereading.rahuldave.us/books/125/chapters/6987#cell-539,"Cooper Union in, [163](#pageMap_163), [164](#pageMap_164)"
fort_sumter,Fort Sumter,1,Preface,0,Fort Sumter,https://closereading.rahuldave.us/books/125/chapters/6961#cell-0,"...ation of Charles Darwin’s *On the Origin of Species.* Like the first mortar shell to land on Fort Sumter, Darwin’s book would produce epochal change and unanticipated aftershocks. It would crash and rumble in expanding circles throughout the nation, disrupting old habits and beliefs, alter..."
fort_sumter,Fort Sumter,24,23: The Ghost of John Brown,3,Fort Sumter,https://closereading.rahuldave.us/books/125/chapters/6984#cell-3,"... it was only a matter of time before slavery would be abolished. Bronson noted the firing on Fort Sumter in red ink in his journal, confident the fighting would at last “give us a nationality.” By this he meant that the North would at last be united in its devotion to freedom and would no ..."
fort_sumter,Fort Sumter,24,23: The Ghost of John Brown,4,Fort Sumter,https://closereading.rahuldave.us/books/125/chapters/6984#cell-4,"...l agree that we have had the pleasantest summer that has been known in years.” The firing on Fort Sumter had galvanized the town, and she could not recall “a more intimate and social town-feeling, caused by the war probably.”"
the_wayside_concord,The Wayside,6,5: Making a Stir,2,old farmhouse,https://closereading.rahuldave.us/books/125/chapters/6966#cell-2,"...lf years old, a bolt of lightning struck the chimney and rattled the windows of his family’s old farmhouse in Hampton Falls, New Hampshire. His sister Sarah ran up the stairs to survey the damage and found her younger brother sitting quietly with a stick in his hand. He explained that he had..."
the_wayside_concord,The Wayside,7,6: A Night at the Lyceum,4,old farmhouse next to the Alcott home,https://closereading.rahuldave.us/books/125/chapters/6967#cell-4,"...me felt he wielded the instrument a bit too readily. Nathaniel Hawthorne, who moved into the old farmhouse next to the Alcott home in the summer of 1860, detested his neighbor’s incessant chatter. On summer mornings, as he paced the hilltop behind his house, he turned in the other direction whenever the older man a..."
jardin_des_plantes,"Jardin des Plantes, Paris",23,22: At Down House,31,Jardin des Plantes,https://closereading.rahuldave.us/books/125/chapters/6983#cell-31,"...ng conferred honorary degrees by Cambridge and Oxford, he returned once more to study at the Jardin des Plantes in Paris. In the spring of 1882, after visiting the botanist Alphonse de Candolle in Geneva, he learned of Darwin’s death. The news staggered him, arriving soon after he learned that bo..."
